,customer_id,probability,predicted
5191,2434-EEVDB,0.19997220811403132,0
5744,4079-ULGFR,0.2669698023184661,0
2621,0925-VYDLG,0.8405541492143269,1
6520,1830-IPXVJ,0.008895136633155694,0
3110,3198-VELRD,0.8129257840784972,1
148,1356-MKYSK,0.4511929879562547,0
5780,4781-ZXYGU,0.4118876883005315,0
5937,7854-EKTJL,0.4921426168801348,0
797,6483-OATDN,0.5311348759059272,1
4616,1169-SAOCL,0.43193281133131184,0
5414,7666-WKRON,0.3101991812258642,0
5195,2530-ENDWQ,0.1681370310874868,0
3014,2840-XANRC,0.8253309598348337,1
4716,2931-VUVJN,0.31899405313621476,0
1882,1506-YJTYT,0.045517062547690154,0
1422,3569-VLDHH,0.11681390296088531,0
6149,3131-NWVFJ,0.14140848140341178,0
1195,9732-KPKBW,0.6977340574703214,1
5009,8433-WPJTV,0.26726202331711785,0
4185,8182-BJDSI,0.8065990936534297,1
5520,0107-WESLM,0.5513870266281581,1
6594,2892-GESUL,0.05725737427439986,0
6726,4990-ALDGW,0.01416534464597065,0
1395,3034-ZBEQN,0.14061125424143459,0
1384,2858-MOFSQ,0.40745364407156903,0
2321,8345-MVDYC,0.07138176630669546,0
190,1684-FLBGS,0.3165733987818904,0
2053,4648-YPBTM,0.08201066248449462,0
2596,0793-TWELN,0.876394167296276,1
2225,6997-UVGOX,0.029738939277562385,0
2103,5248-YGIJN,0.059085342546308324,0
3226,3737-GCSPV,0.6626853535577046,1
5544,0547-HURJB,0.2321687964598359,0
6047,0219-QAERP,0.06066253766178215,0
2529,0488-GSLFR,0.8907180952804901,1
393,3347-YJZZE,0.3540052372416605,0
6306,7244-KXYZN,0.09839267796047454,0
2173,6283-GITPX,0.03350801616260353,0
6827,6625-FLENO,0.012312731711096762,0
2024,3948-KXDUF,0.036232586146415995,0
856,6954-OOYZZ,0.528130451637476,1
4906,6481-OGDOO,0.29106184695926623,0
6441,0608-JDVEC,0.024883919988530165,0
791,6439-LAJXL,0.5400319199151496,1
2059,4701-LKOZD,0.03815142336735431,0
3928,6960-HVYXR,0.8550968692959018,1
5157,1555-DJEQW,0.13829181660904566,0
4137,7969-AULMZ,0.8179363495441585,1
2382,9435-JMLSX,0.048647271933710955,0
1284,1042-HFUCW,0.21152686973475937,0
5956,8204-TIFGJ,0.21304774158658113,0
1303,1338-CECEE,0.1714148334818518,0
3049,2974-GGUXS,0.6872606167128792,1
4042,7495-OOKFY,0.7646884440427415,1
6925,8148-WOCMK,0.05971604341391327,0
5441,8263-QMNTJ,0.2732798038599551,0
6814,6425-JWTDV,0.023791305740457493,0
1555,5944-UGLLK,0.0772406925571988,0
2489,0325-XBFAC,0.8565908654737189,1
4080,7638-QVMVY,0.855508178651711,1
574,4678-DVQEO,0.6967204745389287,1
166,1492-QGCLU,0.24900870576944867,0
2428,0058-EVZWM,0.5635482859913509,1
1392,2988-PLAHS,0.6263279922116622,1
2554,0596-BQCEQ,0.637280560220545,1
6429,0464-WJTKO,0.0067085508428121185,0
142,1329-VHWNP,0.5364970010156752,1
3326,4210-QFJMF,0.8760550384716098,1
2968,2660-EMUBI,0.8433437265398953,1
4238,8496-EJAUI,0.7222062772899155,1
5219,3192-NQECA,0.17499179995206898,0
5288,4909-JOUPP,0.1265266692165543,0
6871,7321-KKSDU,0.03465125217406711,0
4187,8185-UPYBR,0.8509294890821527,1
1827,0513-RBGPE,0.08346706412765774,0
5007,8406-LNMHF,0.280813231864874,0
5529,0278-YXOOG,0.3617475163935292,0
1155,9375-MHRRS,0.5019969279494774,1
6404,9891-NQDBD,0.09647802964653938,0
283,2458-EOMRE,0.5163962649735085,1
5101,0266-GMEAO,0.1535594692154639,0
5805,5143-WMWOG,0.4664925820507741,0
5896,7096-UCLNH,0.4276594018152517,0
2282,7860-KSUGX,0.03637904824632655,0
254,2202-OUTMO,0.296837116380198,0
2827,2018-QKYGT,0.867774267634212,1
4578,0516-UXRMT,0.4915093253173011,0
2934,2501-XWWTZ,0.7633428781285925,1
5517,0030-FNXPP,0.3932465839665899,0
4383,9279-CJEOJ,0.761338552143074,1
2826,2018-PZKMU,0.6773705524232609,1
5897,7107-UBYKY,0.1568924451422356,0
3537,5146-CBVOE,0.721225554360282,1
499,4139-JPIAM,0.18010663449421202,0
6934,8229-BUJHX,0.00515811479756031,0
2065,4751-ERMAN,0.07116368373181117,0
620,5046-NUHWD,0.5134573048018236,1
952,7743-EXURX,0.6433653057306025,1
3346,4298-OYIFC,0.7830642023954989,1
2990,2725-KXXWT,0.8883117748442229,1
1064,8654-DHAOW,0.675267886768038,1
5769,4634-JLRJT,0.5125467586001926,1
3198,3588-WSTTJ,0.7587827858747499,1
1398,3069-SSVSN,0.5047867148873517,1
6968,8774-GSBUN,0.010142768111497414,0
212,1845-ZLLIG,0.7550770863937181,1
5337,6048-UWKAL,0.09318946292218176,0
4244,8544-GOQSH,0.6933110316897105,1
4877,5966-EMAZU,0.36090751671837673,0
1532,5499-ECUTN,0.1622727366756594,0
2953,2608-BHKFN,0.8097507348726051,1
3041,2951-QOQTK,0.6288837851263758,1
2085,5067-WJEUN,0.04825807164672579,0
2823,2004-OCQXK,0.8939989629679351,1
6852,7010-BRBUU,0.006184582008460661,0
2779,1751-NCDLI,0.6940389708086425,1
3667,5692-ICXLW,0.7784275171269633,1
990,7989-AWGEH,0.31450495085968433,0
2187,6437-UDQJM,0.08444058736731429,0
5721,3724-UCSHY,0.2904747663440484,0
6702,4652-ODEVH,0.019164082144792635,0
1069,8671-KKKOS,0.2671575035062292,0
1693,8200-KLNYW,0.24193158945971147,0
7009,9430-NKQLY,0.008812289144762852,0
6545,2169-RRLFW,0.005775458325675484,0
4276,8714-CTZJW,0.8154492768176843,1
6868,7268-WNTCP,0.009633166190430004,0
1715,8672-OAUPW,0.06471971571208049,0
6799,6139-ZZRBQ,0.01449744148699044,0
833,6752-APNJL,0.27866202199515905,0
5574,1159-WFSGR,0.2518032643164105,0
125,1163-ONYEY,0.34662716231721097,0
3042,2952-QAYZF,0.8714686245386809,1
4217,8393-DLHGA,0.8116931412576214,1
1697,8259-DZLIZ,0.10318605961833713,0
267,2277-VWCNI,0.6425942207748411,1
1824,0458-HEUZG,0.17182652970284706,0
3984,7235-NXZCP,0.869837261917774,1
1471,4508-OEBEY,0.20377284308413574,0
958,7776-QWNFX,0.43929127306572935,0
4686,2408-TZMJL,0.4925212368724465,0
3888,6745-JEFZB,0.5096284401587433,1
2490,0328-GRPMV,0.8908782319738142,1
5550,0690-SRQID,0.45852955499535375,0
2900,2344-JMOGN,0.7409354732568714,1
2828,2024-BASKD,0.875161396139812,1
1626,7032-LMBHI,0.24118817766246278,0
1358,2450-ZKEED,0.24300136043650947,0
5519,0098-BOWSO,0.28275038843439565,0
1014,8198-RKSZG,0.3709245071830195,0
129,1213-NGCUN,0.5461896648691618,1
3127,3295-YVUSR,0.8691408149119582,1
4771,4097-YODCF,0.5862112477491495,1
5148,1414-YADCW,0.072096359585421,0
5786,4803-LBYPN,0.10193530472715795,0
6431,0485-ZBSLN,0.007351319160138188,0
2796,1866-RZZQS,0.7662190775092249,1
640,5167-GBFRE,0.6665167717413278,1
1604,6728-CZFEI,0.4031473604317922,0
2330,8571-ZCMCX,0.0703078260032627,0
3490,4927-WWOOZ,0.8820620545521207,1
3423,4652-NNHNY,0.7725036231181389,1
217,1862-SKORY,0.4173470921775556,0
6556,2300-RQGOI,0.037193780238425386,0
2465,0220-EBGCE,0.8889317009733148,1
2607,0875-CABNR,0.7629533533418653,1
6834,6734-PSBAW,0.011895561459752839,0
6224,5177-RVZNU,0.0574232333643578,0
3241,3799-ISUZQ,0.7674757798403146,1
1972,3174-AKMAS,0.06164033313950564,0
2644,1031-IIDEO,0.8910781132426286,1
903,7384-GHBPI,0.7357862293386926,1
1612,6848-YLDFR,0.08271571630643818,0
5735,3936-QQFLL,0.4102612375571704,0
5184,2307-FYNNL,0.2592311955285041,0
2247,7301-ABVAD,0.05304599115428865,0
406,3466-WAESX,0.6531727079976681,1
2463,0215-BQKGS,0.6767448324377544,1
4394,9317-WZPGV,0.852589727147999,1
4701,2750-BJLSB,0.4309092213288571,0
1579,6302-JGYRJ,0.25454471548428537,0
3395,4547-LYTDD,0.77814206791645,1
2248,7306-YDSOI,0.04435069903380289,0
6555,2266-FUBDZ,0.07027293354521524,0
5527,0247-SLUJI,0.3680171222950396,0
700,5639-NTUPK,0.560987020778416,1
2678,1216-JWVUX,0.7678099995584575,1
6648,3696-DFHHB,0.009028860336499855,0
2007,3654-ARMGP,0.05718696359449588,0
3884,6719-OXYBR,0.7958823198874385,1
2855,2101-RANCD,0.6025978193114274,1
5628,2085-JVGAD,0.11610828714601303,0
5138,1206-EHBDD,0.15486310252085708,0
114,1078-TDCRN,0.7328468949644146,1
5203,2773-OVBPK,0.1850115371048084,0
1676,7901-IIDQV,0.22023274698087825,0
6433,0505-SPOOW,0.006383758805294562,0
1571,6195-MELTI,0.10927397987005497,0
5395,7182-OVLBJ,0.25825236315736533,0
6190,4378-BZYFP,0.19449697648776784,0
626,5077-DXTCG,0.7807462151276569,1
3425,4658-HCOHW,0.6901874976173478,1
5969,8457-XIGKN,0.2197275393529946,0
1584,6388-TABGU,0.09597496994251492,0
5161,1725-IQNIY,0.1754714911122532,0
4598,0887-WBJVH,0.39004086835525364,0
2508,0390-DCFDQ,0.865351079193574,1
4422,9469-WEJBT,0.677913697732407,1
4341,9054-FOWNV,0.7490971416860541,1
3711,5931-FLJJF,0.817973384577154,1
2842,2058-DCJBE,0.8651190917923611,1
167,1496-GGSUK,0.7424599744265227,1
5998,9103-CXVOK,0.40536859388063085,0
670,5393-HJZSM,0.25148507549577137,0
4409,9408-SSNVZ,0.8722879117528897,1
3397,4550-EVXNY,0.8735735698296787,1
6186,4311-QTTAI,0.11700508896856969,0
2335,8626-PTQGE,0.037487709209350566,0
6296,6974-DAFLI,0.035039374977783304,0
1754,9314-QDMDW,0.5053243511054278,1
4258,8625-AZYZY,0.8397378126885628,1
3526,5118-MUEYH,0.5587947128040325,1
4809,4827-LTQRJ,0.24767969476100465,0
689,5533-NHFRF,0.6014072917605152,1
2063,4737-AQCPU,0.02548837413720001,0
3383,4503-BDXBD,0.7678608420809526,1
1913,2192-CKRLV,0.06856023731424571,0
696,5590-ZSKRV,0.5309932601160393,1
24,0277-BKSQP,0.6502244291915117,1
3610,5429-LWCMV,0.8705204493998697,1
1991,3474-BAFSJ,0.04713885914900368,0
5289,5013-SBUIH,0.3465093682603038,0
3744,6034-YMTOB,0.7818543154388077,1
6432,0486-LGCCH,0.06639471959039099,0
6080,1269-FOYWN,0.03280509532246334,0
2252,7359-SSBJK,0.05078722290433663,0
1379,2746-DIJLO,0.21733942799512074,0
3541,5167-ZFFMM,0.8434760214455952,1
21,0257-KXZGU,0.319936646162096,0
5302,5229-DTFYB,0.26306575196789184,0
6735,5124-EOGYE,0.04309412340044651,0
3232,3755-JBMNH,0.7666494182140476,1
3079,3071-VBYPO,0.8103190993653318,1
4983,7997-EASSD,0.20899728051450786,0
736,5968-VXZLG,0.7095583721548109,1
1019,8224-IVVPA,0.566611548069246,1
2951,2603-HVKCG,0.7937316432061564,1
2276,7758-UJWYS,0.08908908605437776,0
6904,7799-LGRDP,0.029788999030103593,0
6899,7695-PKLCZ,0.006941304963946955,0
2279,7779-ORAEL,0.05440747476698779,0
1961,2990-OGYTD,0.04515667689606657,0
5913,7526-IVLYU,0.4773320400145099,0
4762,3865-YIOTT,0.38607288251303856,0
4776,4274-DRSQT,0.35609859730121984,0
4362,9167-APMXZ,0.7326015501949119,1
4212,8378-LKJAF,0.6556398262969619,1
3366,4423-YLHDV,0.7566650753060303,1
2446,0133-BMFZO,0.8367639114573276,1
2191,6479-VDGRK,0.03966854536240214,0
4455,9603-OAIHC,0.8908648951180587,1
5027,8849-PRIQJ,0.33019071602440825,0
6021,9578-FOMUK,0.35929328476075423,0
4630,1422-DGUBX,0.46483195195998017,0
3558,5228-EXCET,0.8578742014972423,1
6436,0559-CKHUS,0.061695248320427686,0
387,3307-TLCUD,0.48262940132465243,0
3471,4844-JJWUY,0.8950473723818813,1
1120,9048-JVYVF,0.6807736919887727,1
5860,6286-ZHAOK,0.21298240042749922,0
556,4510-PYUSH,0.4058928482477347,0
1206,9822-BIIGN,0.21079612571686407,0
579,4701-MLJPN,0.41849631045031555,0
6675,4176-RELJR,0.0080243399053805,0
3557,5226-NOZFC,0.8105324393093755,1
4317,8903-WMRNW,0.8064084362891898,1
5505,9786-IJYDL,0.3201836933275307,0
4140,7982-VCELR,0.7192305701288263,1
530,4353-HYOJD,0.3979189231642213,0
6450,0780-XNZFN,0.01214327106101234,0
825,6682-QJDGB,0.3980071430689745,0
6665,3913-RDSJZ,0.012771148324759512,0
229,2027-OAQQC,0.33860160527764854,0
1797,0078-XZMHT,0.06686059019668232,0
3662,5651-YLPRD,0.7093490665842641,1
6455,0827-ITJPH,0.04337676454561244,0
1677,7919-ZODZZ,0.420302613236952,0
4923,6736-DHUQI,0.20252524547292455,0
5010,8496-DMZUK,0.4907592057849301,0
7012,9507-HSMMZ,0.017790071065976132,0
4161,8063-GBATB,0.8038601233978298,1
3630,5536-RTPWK,0.6693867427071927,1
173,1541-ETJZO,0.5874102106879584,1
478,3982-XWFZQ,0.42036003544398926,0
6794,6024-RUGGH,0.010321864118771545,0
5995,9063-ZGTUY,0.06351437785677463,0
304,2637-FKFSY,0.7112437657246324,1
5950,8048-DSDFQ,0.4277601383902305,0
6647,3678-MNGZX,0.006262474309856864,0
6641,3612-YVGSJ,0.00769131553185,0
1668,7781-EWARA,0.051590705693801656,0
4366,9172-JITSM,0.7806271406235537,1
1078,8722-NGNBH,0.5088393969689482,1
2128,5680-LQOGP,0.05084832183077089,0
203,1768-ZAIFU,0.7711599764880278,1
2543,0537-QYZZN,0.7810585386297656,1
4127,7924-GJZFI,0.7900075563705465,1
102,0929-HYQEW,0.7313958550341428,1
46,0430-IHCDJ,0.6777576467523866,1
6836,6770-UAYGJ,0.020737785187897775,0
5915,7542-CYDDM,0.24217915911833254,0
1603,6718-BDGHG,0.1593982247162086,0
2766,1670-SVOWZ,0.6489269275828262,1
7020,9624-EGDEQ,0.040628821803287335,0
1966,3071-MVJCD,0.03663399930756127,0
4690,2558-BUOZZ,0.3685863807888942,0
4647,1707-HABPF,0.4412055593666709,0
1831,0556-FJEGU,0.04226552330622188,0
2603,0867-MKZVY,0.7291849405072711,1
1796,0056-EPFBG,0.0977261727356594,0
6989,9084-OAYKL,0.01344623090224471,0
5068,9659-ZTWSM,0.3012293854630031,0
6028,9788-YTFGE,0.40796694607073974,0
2394,9548-LIGTA,0.08480205483900748,0
3428,4673-KKSLS,0.6021778559223504,1
12,0128-MKWSG,0.3167629365629869,0
3617,5449-FIBXJ,0.6430898537170532,1
5409,7572-KPVKK,0.2448896513934831,0
1671,7833-PKIHD,0.14205711077315578,0
1144,9261-WDCAF,0.6635087237807373,1
6912,7977-HXJKU,0.05103705266854868,0
5284,4822-LPTYJ,0.24531637293936168,0
4340,9053-EJUNL,0.7391341384076437,1
4800,4692-NNQRU,0.44505834728491933,0
4232,8473-VUVJN,0.8918214993387952,1
5577,1218-VKFPE,0.274947331666435,0
2740,1564-NTYXF,0.8616436200596166,1
3614,5442-UTCVD,0.8226930899044282,1
5988,8974-OVACP,0.42772655886595096,0
1800,0191-EQUUH,0.08716577472588022,0
6720,4884-LEVMQ,0.03857221198051485,0
5072,9742-XOKTS,0.19967829738667248,0
425,3621-CHYVB,0.1489734809151799,0
5356,6463-HHXJR,0.1203829390390142,0
4433,9507-EXLTT,0.8490836995997602,1
5844,6036-TTFYU,0.2526441100489724,0
4858,5566-SOEZD,0.4901315185152736,0
5179,2193-SFWQW,0.129852478394587,0
6651,3721-WKIIL,0.07735405537910518,0
891,7284-BUYEC,0.6351932850245966,1
4464,9633-XQABV,0.8794966057359432,1
3847,6559-PDZLR,0.7530300615990191,1
1134,9163-GHAYE,0.5985306256337205,1
5824,5577-OTWWW,0.25206743895326816,0
5895,7094-MSZAO,0.24151338483515467,0
6187,4318-RAJVY,0.21654991362156448,0
59,0612-RTZZA,0.705624737017495,1
3862,6633-SYEUS,0.54370662874393,1
5308,5322-TEUJK,0.10390944761069695,0
5095,0164-APGRB,0.293222928095593,0
2765,1666-JXLKU,0.802535482001653,1
5301,5214-NLTIT,0.1572186960320179,0
4915,6664-FPDAC,0.45491985189269335,0
627,5084-OOVCJ,0.3709346721003632,0
3299,4090-KPJIP,0.8803024434004197,1
5789,4877-EVATK,0.4276258242894244,0
5334,5998-DZLYR,0.1805758036606766,0
3831,6467-CHFZW,0.6526693341949236,1
1685,8050-WYBND,0.2573804985196053,0
5410,7602-MVRMB,0.17378008032839146,0
4180,8149-RSOUN,0.8970534292404568,1
4876,5945-AZYHT,0.4382586525357565,0
4639,1573-LGXBA,0.32031284440135466,0
5236,3580-HYCSP,0.24522405433713063,0
6751,5346-BZCHP,0.006734813293650309,0
668,5382-TEMLV,0.3197189566064647,0
6740,5176-LMJXE,0.02817316838418881,0
4323,8938-UMKPI,0.7271665884221201,1
6144,2926-JEJJC,0.2132602547051963,0
6180,4116-IQRFR,0.14715195440215656,0
5049,9254-RBFON,0.4109145876311473,0
6276,6508-NJYRO,0.15249408510008133,0
4558,0201-OAMXR,0.21753957671765964,0
5959,8267-KFGYD,0.4716656928885809,0
3055,2984-MIIZL,0.8352990258831983,1
2138,5781-RFZRP,0.025070985841711864,0
5348,6297-NOOPG,0.20560975701403555,0
2682,1228-ZLNBX,0.6937108813022356,1
6628,3451-VAWLI,0.018987306362056654,0
5807,5186-PEIZU,0.10260771520090695,0
5379,6904-JLBGY,0.20416252010278724,0
4334,9019-QVLZD,0.8562995461693269,1
4105,7813-ZGGAW,0.622407863628722,1
6219,4980-URKXC,0.06616600009516364,0
164,1471-GIQKQ,0.7195027901220221,1
3414,4612-SSVHJ,0.8070049346072455,1
4928,6815-ABQFQ,0.41084347322917925,0
2476,0259-GBZSH,0.8899301820812617,1
3615,5442-XSDCW,0.7306406293535209,1
1848,0795-LAFGP,0.04720251813274809,0
1237,0254-WWRKD,0.052790759902202056,0
2700,1342-JPNKI,0.7907977851140986,1
1736,9033-EOXWV,0.35595960400933074,0
100,0909-SDHNU,0.5381484332168529,1
